DateTime,Vol,BidAsk,open,high,low,close
2022-11-09 00:00:00,287,-29,11129.0,11130.75,11118.25,11118.75
2022-11-09 00:02:00,144,-13,11118.75,11120.25,11116.5,11117.5
2022-11-09 00:04:00,103,43,11117.75,11125.25,11117.5,11123.75
2022-11-09 00:06:00,237,92,11123.5,11133.0,11123.5,11127.25
2022-11-09 00:08:00,82,-35,11127.25,11129.25,11123.5,11123.75
2022-11-09 00:10:00,135,-12,11123.5,11129.5,11118.25,11126.5
2022-11-09 00:12:00,75,-37,11126.25,11126.5,11122.5,11123.5
2022-11-09 00:14:00,76,1,11122.5,11124.5,11119.5,11120.75
2022-11-09 00:16:00,97,6,11121.0,11125.0,11120.5,11120.5
2022-11-09 00:18:00,59,-12,11121.25,11124.0,11120.25,11121.0
2022-11-09 00:20:00,177,-23,11120.0,11120.0,11115.5,11115.75
2022-11-09 00:22:00,295,-85,11115.5,11117.25,11110.0,11115.25
2022-11-09 00:24:00,111,24,11115.75,11118.0,11113.0,11118.0
2022-11-09 00:26:00,270,-32,11118.25,11120.0,11112.0,11118.0
2022-11-09 00:28:00,266,-9,11119.0,11124.0,11113.75,11114.0
2022-11-09 00:30:00,286,-5,11114.0,11117.0,11110.0,11113.0
2022-11-09 00:32:00,105,7,11113.75,11114.5,11111.0,11112.5
2022-11-09 00:34:00,146,-64,11113.25,11113.25,11107.25,11108.0
2022-11-09 00:36:00,298,-74,11108.0,11108.25,11099.0,11102.25
2022-11-09 00:38:00,244,10,11102.25,11104.0,11095.5,11095.75
2022-11-09 00:40:00,170,21,11095.5,11096.5,11091.0,11093.0
2022-11-09 00:42:00,206,-5,11092.75,11094.0,11088.25,11093.5
2022-11-09 00:44:00,246,57,11093.25,11098.5,11091.5,11097.5
2022-11-09 00:46:00,213,15,11098.0,11102.0,11096.25,11097.5
2022-11-09 00:48:00,137,-2,11098.25,11100.75,11096.25,11100.0
2022-11-09 00:50:00,182,1,11100.25,11103.25,11099.0,11101.5
2022-11-09 00:52:00,63,-15,11100.5,11101.75,11097.0,11097.75
2022-11-09 00:54:00,104,7,11097.0,11102.0,11096.25,11101.25
2022-11-09 00:56:00,62,15,11101.25,11102.75,11100.0,11102.0
2022-11-09 00:58:00,105,1,11102.5,11104.5,11099.25,11099.25
2022-11-09 01:00:00,363,-55,11100.25,11102.5,11084.25,11085.25
2022-11-09 01:02:00,241,3,11084.5,11089.75,11082.75,11088.25
2022-11-09 01:04:00,116,10,11088.75,11093.25,11085.0,11093.0
2022-11-09 01:06:00,145,9,11092.75,11096.0,11090.5,11091.75
2022-11-09 01:08:00,256,-104,11091.25,11091.5,11078.75,11083.25
2022-11-09 01:10:00,173,-2,11082.75,11083.25,11078.75,11082.5
2022-11-09 01:12:00,150,10,11082.75,11087.25,11081.5,11082.25
2022-11-09 01:14:00,113,11,11083.5,11085.25,11080.25,11084.0
2022-11-09 01:16:00,94,26,11084.5,11087.0,11082.5,11086.5
2022-11-09 01:18:00,130,7,11086.0,11089.5,11084.75,11086.5
2022-11-09 01:20:00,219,-22,11087.5,11092.0,11081.25,11084.25
2022-11-09 01:22:00,107,54,11084.75,11094.0,11084.5,11093.25
2022-11-09 01:24:00,214,51,11094.25,11099.5,11092.5,11099.25
2022-11-09 01:26:00,318,-12,11099.5,11103.0,11093.5,11094.25
2022-11-09 01:28:00,122,-3,11094.0,11098.25,11094.0,11094.75
2022-11-09 01:30:00,223,-105,11094.25,11094.75,11086.25,11092.5
2022-11-09 01:32:00,99,9,11092.25,11096.0,11092.25,11095.5
2022-11-09 01:34:00,201,16,11095.75,11098.25,11088.75,11093.75
2022-11-09 01:36:00,303,-81,11094.0,11096.0,11087.0,11089.5
2022-11-09 01:38:00,68,15,11089.0,11091.25,11088.0,11088.75
2022-11-09 01:40:00,194,-63,11088.25,11089.75,11080.75,11080.75
2022-11-09 01:42:00,99,40,11080.75,11087.25,11080.5,11087.0
2022-11-09 01:44:00,149,27,11087.5,11091.25,11085.0,11088.5
2022-11-09 01:46:00,118,-10,11089.0,11089.25,11082.75,11082.75
2022-11-09 01:48:00,120,29,11083.25,11086.0,11082.5,11086.0
2022-11-09 01:50:00,85,36,11086.5,11088.25,11084.5,11088.0
2022-11-09 01:52:00,267,-60,11087.75,11090.5,11083.25,11085.5
2022-11-09 01:54:00,215,-28,11085.0,11085.25,11079.0,11081.25
2022-11-09 01:56:00,102,11,11080.75,11084.5,11080.5,11082.25
2022-11-09 01:58:00,99,-6,11083.5,11086.0,11080.75,11083.0
2022-11-09 02:00:00,151,-25,11083.75,11086.75,11079.75,11082.25
2022-11-09 02:02:00,259,29,11082.25,11095.0,11082.0,11092.25
2022-11-09 02:04:00,184,-3,11092.75,11095.0,11089.0,11089.25
2022-11-09 02:06:00,213,34,11089.75,11099.25,11089.75,11094.75
2022-11-09 02:08:00,131,12,11095.5,11097.0,11092.5,11095.75
2022-11-09 02:10:00,334,57,11095.75,11109.0,11095.75,11108.0
2022-11-09 02:12:00,425,-34,11108.0,11114.25,11107.0,11108.25
2022-11-09 02:14:00,200,5,11107.5,11112.0,11106.25,11109.0
2022-11-09 02:16:00,217,99,11110.0,11117.25,11110.0,11115.25
2022-11-09 02:18:00,218,48,11114.25,11118.0,11113.5,11114.75
2022-11-09 02:20:00,155,-11,11114.25,11117.75,11112.0,11114.0
2022-11-09 02:22:00,319,-67,11114.75,11116.25,11104.75,11105.75
2022-11-09 02:24:00,267,-4,11105.75,11107.5,11101.75,11107.25
2022-11-09 02:26:00,157,-2,11107.25,11109.5,11106.25,11106.25
2022-11-09 02:28:00,215,56,11107.75,11115.5,11107.25,11112.75
2022-11-09 02:30:00,394,100,11113.0,11123.0,11111.25,11119.75
2022-11-09 02:32:00,338,22,11120.0,11124.75,11118.5,11120.25
2022-11-09 02:34:00,208,-79,11121.25,11122.25,11109.75,11110.0
2022-11-09 02:36:00,220,-61,11111.5,11112.25,11102.0,11104.5
2022-11-09 02:38:00,184,49,11105.0,11112.0,11105.0,11112.0
2022-11-09 02:40:00,175,-40,11111.75,11112.25,11105.25,11105.5
2022-11-09 02:42:00,138,-26,11105.25,11106.0,11100.0,11103.5
2022-11-09 02:44:00,147,12,11103.5,11107.0,11100.75,11107.0
2022-11-09 02:46:00,165,-6,11107.0,11110.25,11104.25,11104.25
2022-11-09 02:48:00,347,-130,11103.0,11104.5,11094.25,11096.75
2022-11-09 02:50:00,194,61,11095.5,11105.5,11095.25,11104.25
2022-11-09 02:52:00,318,85,11104.25,11117.5,11103.5,11116.0
2022-11-09 02:54:00,285,18,11114.75,11120.5,11112.0,11119.5
2022-11-09 02:56:00,358,85,11119.0,11128.25,11118.5,11125.0
2022-11-09 02:58:00,210,-68,11125.25,11125.5,11115.25,11118.25
2022-11-09 03:00:00,684,151,11118.5,11134.0,11116.0,11132.25
2022-11-09 03:02:00,915,20,11132.5,11144.0,11130.0,11133.5
2022-11-09 03:04:00,455,78,11133.5,11143.25,11128.75,11140.5
2022-11-09 03:06:00,559,101,11140.25,11151.75,11133.5,11149.25
2022-11-09 03:08:00,518,-43,11148.5,11154.5,11140.25,11141.75
2022-11-09 03:10:00,465,-137,11141.75,11146.0,11135.75,11139.25
2022-11-09 03:12:00,262,-13,11139.25,11143.25,11135.0,11137.25
2022-11-09 03:14:00,439,-83,11136.5,11141.0,11121.75,11124.25
2022-11-09 03:16:00,287,57,11124.25,11136.0,11124.25,11134.5
2022-11-09 03:18:00,292,-27,11133.5,11137.5,11129.25,11132.5
2022-11-09 03:20:00,310,-64,11130.75,11137.75,11129.75,11132.0
2022-11-09 03:22:00,284,-44,11133.5,11134.0,11119.25,11122.0
2022-11-09 03:24:00,309,-16,11122.5,11124.5,11115.75,11121.0
2022-11-09 03:26:00,267,-32,11122.25,11127.0,11119.0,11125.0
2022-11-09 03:28:00,345,-103,11124.75,11133.0,11123.5,11124.5
2022-11-09 03:30:00,345,-95,11125.5,11130.75,11119.75,11120.0
2022-11-09 03:32:00,308,-39,11120.75,11121.25,11113.5,11116.25
2022-11-09 03:34:00,249,27,11116.75,11126.0,11116.25,11125.0
2022-11-09 03:36:00,259,8,11125.25,11130.5,11121.5,11124.0
2022-11-09 03:38:00,144,36,11122.5,11129.25,11121.75,11128.0
2022-11-09 03:40:00,336,23,11127.0,11136.75,11126.5,11131.0
2022-11-09 03:42:00,221,-46,11131.75,11136.5,11131.75,11134.0
2022-11-09 03:44:00,331,34,11133.5,11140.5,11130.25,11138.5
2022-11-09 03:46:00,383,-158,11138.75,11139.5,11123.25,11123.75
2022-11-09 03:48:00,638,-106,11124.0,11124.25,11107.5,11108.75
2022-11-09 03:50:00,313,49,11110.0,11116.75,11108.5,11115.0
2022-11-09 03:52:00,271,-55,11114.75,11119.0,11106.75,11108.5
2022-11-09 03:54:00,342,-44,11107.75,11110.25,11103.5,11105.5
2022-11-09 03:56:00,199,2,11105.25,11110.25,11102.5,11108.25
2022-11-09 03:58:00,244,-40,11107.0,11111.5,11104.5,11110.75
2022-11-09 04:00:00,472,-33,11111.0,11112.75,11099.25,11103.0
2022-11-09 04:02:00,303,7,11104.0,11110.75,11103.75,11107.25
2022-11-09 04:04:00,193,-11,11107.75,11108.0,11101.75,11106.25
2022-11-09 04:06:00,331,-7,11105.75,11106.25,11096.25,11099.75
2022-11-09 04:08:00,419,-38,11099.25,11101.25,11090.0,11091.25
2022-11-09 04:10:00,396,13,11090.75,11093.25,11086.75,11093.25
2022-11-09 04:12:00,216,-25,11092.75,11092.75,11084.75,11085.25
2022-11-09 04:14:00,777,-270,11085.5,11086.0,11069.5,11070.25
2022-11-09 04:16:00,491,85,11069.5,11079.5,11069.0,11075.0
2022-11-09 04:18:00,336,-45,11075.25,11075.25,11068.5,11071.0
2022-11-09 04:20:00,499,50,11071.5,11080.75,11070.75,11079.25
2022-11-09 04:22:00,587,202,11079.0,11084.25,11077.25,11083.0
2022-11-09 04:24:00,588,96,11082.75,11089.0,11079.75,11085.5
2022-11-09 04:26:00,362,21,11085.75,11089.25,11082.5,11085.0
2022-11-09 04:28:00,307,10,11084.75,11088.75,11081.75,11082.5
2022-11-09 04:30:00,520,-28,11082.5,11085.0,11077.25,11081.0
2022-11-09 04:32:00,336,-50,11081.5,11082.5,11076.75,11078.5
2022-11-09 04:34:00,305,4,11078.25,11084.25,11074.0,11080.5
2022-11-09 04:36:00,176,10,11080.0,11085.25,11078.0,11084.0
2022-11-09 04:38:00,405,-128,11084.0,11087.5,11075.5,11077.25
2022-11-09 04:40:00,301,-23,11077.25,11080.0,11073.25,11074.25
2022-11-09 04:42:00,248,-50,11073.5,11077.25,11070.75,11072.5
2022-11-09 04:44:00,171,-3,11073.25,11078.0,11073.25,11074.5
2022-11-09 04:46:00,822,-206,11074.75,11076.0,11055.25,11062.0
2022-11-09 04:48:00,1083,-445,11062.5,11068.25,11045.5,11047.75
2022-11-09 04:50:00,545,-74,11047.0,11057.25,11046.5,11056.5
2022-11-09 04:52:00,330,-33,11056.75,11058.75,11050.5,11053.25
2022-11-09 04:54:00,370,-77,11053.25,11057.75,11047.75,11049.25
2022-11-09 04:56:00,585,-164,11050.0,11050.0,11035.5,11037.25
2022-11-09 04:58:00,575,133,11037.0,11048.25,11033.5,11047.25
2022-11-09 05:00:00,412,-12,11047.0,11051.5,11040.75,11044.75
2022-11-09 05:02:00,468,-94,11044.75,11048.5,11038.5,11043.75
2022-11-09 05:04:00,364,58,11043.75,11045.25,11039.25,11039.25
2022-11-09 05:06:00,438,-99,11039.25,11042.5,11035.5,11037.75
2022-11-09 05:08:00,443,-55,11037.75,11039.75,11033.25,11037.25
2022-11-09 05:10:00,880,-129,11037.25,11040.0,11026.0,11032.75
2022-11-09 05:12:00,539,27,11032.5,11032.75,11022.0,11022.75
2022-11-09 05:14:00,415,-43,11023.25,11026.25,11020.5,11022.25
2022-11-09 05:16:00,509,61,11022.75,11038.0,11019.75,11033.75
2022-11-09 05:18:00,279,-22,11033.75,11034.0,11027.5,11032.5
2022-11-09 05:20:00,348,42,11032.5,11037.75,11029.5,11034.5
2022-11-09 05:22:00,456,45,11034.25,11043.75,11031.25,11042.5
2022-11-09 05:24:00,241,-43,11042.0,11042.5,11036.5,11039.25
2022-11-09 05:26:00,239,-4,11039.5,11041.0,11036.5,11038.0
2022-11-09 05:28:00,307,-39,11038.5,11041.25,11030.0,11037.75
2022-11-09 05:30:00,522,-59,11038.75,11045.5,11035.0,11041.25
2022-11-09 05:32:00,314,75,11042.25,11047.75,11041.25,11046.75
2022-11-09 05:34:00,524,100,11047.25,11054.5,11046.25,11053.5
2022-11-09 05:36:00,348,92,11052.5,11060.25,11052.25,11055.75
2022-11-09 05:38:00,352,58,11056.75,11060.5,11054.75,11060.5
