DateTime,Vol,BidAsk,open,high,low,close
2022-10-24 00:00:00,362,-25,3766.5,3767.5,3765.75,3766.75
2022-10-24 00:02:00,218,-6,3766.5,3767.25,3766.25,3767.25
2022-10-24 00:04:00,299,-54,3767.0,3767.0,3764.5,3765.25
2022-10-24 00:06:00,401,-57,3765.25,3765.75,3763.5,3763.75
2022-10-24 00:08:00,207,-10,3763.75,3764.75,3763.5,3763.5
2022-10-24 00:10:00,367,69,3763.5,3766.0,3763.25,3766.0
2022-10-24 00:12:00,413,26,3766.0,3767.5,3765.75,3766.0
2022-10-24 00:14:00,219,-8,3765.75,3766.5,3763.75,3764.0
2022-10-24 00:16:00,414,90,3764.25,3768.5,3764.25,3768.25
2022-10-24 00:18:00,264,15,3768.25,3768.5,3767.25,3768.0
2022-10-24 00:20:00,535,154,3768.0,3769.0,3768.0,3768.75
2022-10-24 00:22:00,307,57,3768.75,3769.0,3768.5,3768.75
2022-10-24 00:24:00,522,21,3769.0,3769.25,3768.0,3768.25
2022-10-24 00:26:00,237,111,3768.5,3769.25,3768.5,3769.25
2022-10-24 00:28:00,279,25,3769.25,3769.25,3768.25,3768.5
2022-10-24 00:30:00,2569,746,3768.5,3777.0,3768.5,3772.75
2022-10-24 00:32:00,279,44,3772.75,3774.75,3772.0,3774.25
2022-10-24 00:34:00,356,-29,3774.25,3775.75,3773.5,3774.75
2022-10-24 00:36:00,554,56,3774.75,3777.0,3774.75,3775.5
2022-10-24 00:38:00,197,-3,3775.75,3776.5,3775.0,3775.25
2022-10-24 00:40:00,373,-104,3775.25,3775.75,3774.0,3774.0
2022-10-24 00:42:00,315,126,3774.0,3776.75,3773.75,3776.75
2022-10-24 00:44:00,2247,727,3776.5,3785.5,3776.0,3781.75
2022-10-24 00:46:00,507,-43,3781.5,3782.75,3780.75,3781.5
2022-10-24 00:48:00,440,115,3781.5,3783.0,3780.75,3781.75
2022-10-24 00:50:00,322,1,3781.75,3782.25,3780.25,3780.75
2022-10-24 00:52:00,380,-71,3780.75,3781.25,3779.5,3780.0
2022-10-24 00:54:00,387,-47,3780.0,3780.0,3778.25,3779.0
2022-10-24 00:56:00,199,10,3779.0,3780.5,3778.75,3780.0
2022-10-24 00:58:00,178,-17,3780.25,3781.0,3779.5,3779.5
2022-10-24 01:00:00,326,-12,3779.25,3780.5,3778.0,3778.25
2022-10-24 01:02:00,189,23,3778.0,3780.0,3778.0,3778.5
2022-10-24 01:04:00,400,-53,3778.5,3779.5,3776.25,3777.25
2022-10-24 01:06:00,223,-9,3777.5,3778.0,3775.25,3775.75
2022-10-24 01:08:00,443,-50,3775.75,3776.75,3772.5,3772.75
2022-10-24 01:10:00,1327,-326,3772.75,3773.0,3769.25,3770.25
2022-10-24 01:12:00,968,-280,3770.5,3770.5,3766.0,3766.25
2022-10-24 01:14:00,598,102,3766.0,3769.5,3766.0,3769.25
2022-10-24 01:16:00,338,-49,3769.25,3770.0,3768.25,3769.25
2022-10-24 01:18:00,376,-42,3769.25,3769.25,3766.75,3767.0
2022-10-24 01:20:00,322,68,3767.0,3769.25,3767.0,3769.25
2022-10-24 01:22:00,321,-6,3769.25,3769.5,3767.25,3767.25
2022-10-24 01:24:00,233,30,3767.25,3769.25,3767.0,3769.0
2022-10-24 01:26:00,257,-92,3769.0,3769.25,3766.75,3767.0
2022-10-24 01:28:00,287,20,3767.25,3769.25,3767.25,3768.75
2022-10-24 01:30:00,263,-5,3768.5,3769.75,3767.5,3769.0
2022-10-24 01:32:00,435,17,3769.0,3770.25,3768.0,3769.5
2022-10-24 01:34:00,419,-6,3769.75,3770.25,3768.25,3768.25
2022-10-24 01:36:00,383,-94,3768.25,3768.5,3767.0,3767.25
2022-10-24 01:38:00,267,38,3767.0,3769.5,3767.0,3769.0
2022-10-24 01:40:00,175,-41,3769.0,3769.75,3767.25,3767.5
2022-10-24 01:42:00,132,10,3767.75,3768.5,3767.25,3767.75
2022-10-24 01:44:00,99,-10,3768.0,3768.75,3767.5,3768.0
2022-10-24 01:46:00,223,61,3768.25,3769.75,3768.0,3769.25
2022-10-24 01:48:00,262,0,3769.5,3769.75,3768.75,3769.25
2022-10-24 01:50:00,179,-22,3769.25,3769.75,3768.25,3769.5
2022-10-24 01:52:00,669,-198,3769.25,3769.25,3764.75,3765.25
2022-10-24 01:54:00,1408,-290,3765.25,3765.75,3762.0,3762.5
2022-10-24 01:56:00,575,-35,3762.75,3763.75,3762.0,3762.5
2022-10-24 01:58:00,1057,136,3762.25,3765.5,3762.0,3765.5
2022-10-24 02:00:00,1386,-127,3765.25,3765.5,3762.25,3763.5
2022-10-24 02:02:00,599,22,3763.75,3766.5,3763.0,3765.5
2022-10-24 02:04:00,410,-14,3765.5,3766.0,3764.25,3765.25
2022-10-24 02:06:00,536,-41,3765.0,3765.0,3762.75,3763.25
2022-10-24 02:08:00,316,-23,3763.0,3764.5,3762.5,3763.5
2022-10-24 02:10:00,552,35,3763.75,3765.75,3763.0,3764.25
2022-10-24 02:12:00,980,254,3764.25,3767.0,3764.0,3764.75
2022-10-24 02:14:00,632,-2,3765.0,3765.75,3762.0,3764.75
