DateTime,open,high,low,close,openScl,highScl,lowScl,closeScl,Vol,BidAsk,vwap,vwapS
2023-01-04 04:20:00,3860.5,3860.75,3859.5,3860.5,-0.5051823721648392,-0.4858068546379804,-0.5826844422722742,-0.5051823721648392,376,20,3858.538059515246,-0.6572368211608722
2023-01-04 04:22:00,3860.5,3861.75,3860.25,3861.0,-0.5051823721648392,-0.40830478453054536,-0.5245578896916979,-0.46643133711112167,719,154,3858.563774769016,-0.6552438357603293
2023-01-04 04:24:00,3861.0,3861.0,3858.5,3858.5,-0.46643133711112167,-0.46643133711112167,-0.6601865123797093,-0.6601865123797093,518,-196,3858.572634599302,-0.6545571805723701
2023-01-04 04:26:00,3858.75,3859.0,3857.5,3857.5,-0.6408109948528505,-0.6214354773259917,-0.7376885824871443,-0.7376885824871443,508,-128,3858.570288568893,-0.6547390027856158
2023-01-04 04:28:00,3857.75,3858.75,3857.25,3857.5,-0.7183130649602856,-0.6408109948528505,-0.757064100014003,-0.7376885824871443,349,15,3858.5674538177777,-0.6549587018652769
2023-01-04 04:30:00,3857.5,3857.5,3856.25,3857.0,-0.7376885824871443,-0.7376885824871443,-0.8345661701214381,-0.7764396175408618,612,23,3858.5528288832725,-0.6560921645646356
2023-01-04 04:32:00,3857.25,3860.0,3857.25,3859.75,-0.757064100014003,-0.5439334072185567,-0.757064100014003,-0.5633089247454155,943,110,3858.5537772064768,-0.6560186675531775
2023-01-04 04:34:00,3859.75,3860.25,3858.5,3859.75,-0.5633089247454155,-0.5245578896916979,-0.6601865123797093,-0.5633089247454155,714,81,3858.5618670667773,-0.6553916866330136
2023-01-04 04:36:00,3859.5,3860.5,3859.0,3860.0,-0.5826844422722742,-0.5051823721648392,-0.6214354773259917,-0.5439334072185567,594,54,3858.571525097846,-0.654643169232006
2023-01-04 04:38:00,3860.0,3860.25,3859.25,3860.25,-0.5439334072185567,-0.5245578896916979,-0.602059959799133,-0.5245578896916979,438,35,3858.5785466998586,-0.6540989805405661
2023-01-04 04:40:00,3860.0,3861.25,3859.25,3860.0,-0.5439334072185567,-0.4470558195842629,-0.602059959799133,-0.5439334072185567,660,118,3858.593419686674,-0.6529462932736696
2023-01-04 04:42:00,3860.25,3860.25,3859.25,3859.5,-0.5245578896916979,-0.5245578896916979,-0.602059959799133,-0.5826844422722742,539,119,3858.601763796496,-0.6522996074892907
2023-01-04 04:44:00,3859.5,3860.75,3858.75,3859.75,-0.5826844422722742,-0.4858068546379804,-0.6408109948528505,-0.5633089247454155,826,54,3858.61431980354,-0.6513264909510851
2023-01-04 04:46:00,3859.75,3862.25,3859.75,3862.25,-0.5633089247454155,-0.36955374947682784,-0.5633089247454155,-0.36955374947682784,875,155,3858.641638420667,-0.649209241571276
2023-01-04 04:48:00,3862.25,3862.75,3862.0,3862.25,-0.36955374947682784,-0.3308027144231103,-0.38892926700368663,-0.36955374947682784,371,56,3858.659677272313,-0.6478111932263524
2023-01-04 04:50:00,3862.25,3862.75,3861.25,3861.5,-0.36955374947682784,-0.3308027144231103,-0.4470558195842629,-0.42768030205740415,507,-42,3858.6815888213223,-0.6461130028188625
2023-01-04 04:52:00,3861.5,3862.25,3860.5,3861.0,-0.42768030205740415,-0.36955374947682784,-0.5051823721648392,-0.46643133711112167,742,20,3858.707200251179,-0.6441280639865561
2023-01-04 04:54:00,3861.0,3861.5,3860.5,3860.75,-0.46643133711112167,-0.42768030205740415,-0.5051823721648392,-0.4858068546379804,187,39,3858.712681701377,-0.643703240249028
2023-01-04 04:56:00,3861.0,3862.0,3860.75,3861.0,-0.46643133711112167,-0.38892926700368663,-0.4858068546379804,-0.46643133711112167,247,-3,3858.7210623072415,-0.6430537259457787
2023-01-04 04:58:00,3861.0,3861.25,3860.0,3860.5,-0.46643133711112167,-0.4470558195842629,-0.5439334072185567,-0.5051823721648392,309,-35,3858.7285306251983,-0.6424749158438908
2023-01-04 05:00:00,3860.75,3862.5,3860.25,3862.5,-0.4858068546379804,-0.3501782319499691,-0.5245578896916979,-0.3501782319499691,478,83,3858.7444923220573,-0.6412378512949019
2023-01-04 05:02:00,3862.25,3862.75,3861.75,3862.75,-0.36955374947682784,-0.3308027144231103,-0.40830478453054536,-0.3308027144231103,273,-12,3858.7565261675427,-0.640305203358424
2023-01-04 05:04:00,3862.5,3863.75,3862.5,3863.75,-0.3501782319499691,-0.2533006443156753,-0.3501782319499691,-0.2533006443156753,436,83,3858.7803456641905,-0.6384591430593024
2023-01-04 05:06:00,3863.5,3864.25,3863.0,3864.25,-0.27267616184253407,-0.21454960926195776,-0.3114271968962516,-0.21454960926195776,439,51,3858.806798111964,-0.6364090235974635
2023-01-04 05:08:00,3864.25,3864.75,3863.25,3863.75,-0.21454960926195776,-0.17579857420824024,-0.2920516793693928,-0.2533006443156753,478,-24,3858.8374902632327,-0.6340303183380694
2023-01-04 05:10:00,3864.0,3865.25,3863.75,3864.75,-0.23392512678881652,-0.13704753915452272,-0.2533006443156753,-0.17579857420824024,619,26,3858.880498601193,-0.6306970831142942
2023-01-04 05:12:00,3864.75,3864.75,3863.75,3863.75,-0.17579857420824024,-0.17579857420824024,-0.2533006443156753,-0.2533006443156753,375,-39,3858.9050923381333,-0.6287910175897058
2023-01-04 05:14:00,3864.0,3864.75,3863.5,3863.5,-0.23392512678881652,-0.17579857420824024,-0.27267616184253407,-0.27267616184253407,334,56,3858.9263003758806,-0.6271473507614006
2023-01-04 05:16:00,3863.5,3863.75,3862.75,3863.0,-0.27267616184253407,-0.2533006443156753,-0.3308027144231103,-0.3114271968962516,417,-86,3858.9481219137297,-0.6254561364051546
2023-01-04 05:18:00,3863.0,3863.0,3860.5,3861.5,-0.3114271968962516,-0.3114271968962516,-0.5051823721648392,-0.42768030205740415,590,-31,3858.967987658327,-0.623916500074657
2023-01-04 05:20:00,3861.5,3862.75,3861.0,3862.75,-0.42768030205740415,-0.3308027144231103,-0.46643133711112167,-0.3308027144231103,476,70,3858.9845217469233,-0.6226350739810929
2023-01-04 05:22:00,3863.0,3863.75,3862.75,3863.5,-0.3114271968962516,-0.2533006443156753,-0.3308027144231103,-0.27267616184253407,329,24,3859.0012244254276,-0.621340581820662
2023-01-04 05:24:00,3863.5,3863.5,3862.25,3863.0,-0.27267616184253407,-0.27267616184253407,-0.36955374947682784,-0.3114271968962516,253,-40,3859.0128542101766,-0.6204392494277114
2023-01-04 05:26:00,3863.0,3863.25,3862.0,3862.0,-0.3114271968962516,-0.2920516793693928,-0.38892926700368663,-0.38892926700368663,245,-35,3859.0233251890154,-0.6196277268916643
2023-01-04 05:28:00,3862.0,3862.0,3861.0,3861.5,-0.38892926700368663,-0.38892926700368663,-0.46643133711112167,-0.42768030205740415,316,-31,3859.0325507172915,-0.6189127293524093
2023-01-04 05:30:00,3861.75,3863.5,3861.75,3863.25,-0.40830478453054536,-0.27267616184253407,-0.40830478453054536,-0.2920516793693928,286,54,3859.0446213536343,-0.6179772300483357
2023-01-04 05:32:00,3863.0,3863.0,3862.25,3862.75,-0.3114271968962516,-0.3114271968962516,-0.36955374947682784,-0.3308027144231103,278,-46,3859.056276859843,-0.6170739041890246
2023-01-04 05:34:00,3862.75,3862.75,3860.75,3861.0,-0.3308027144231103,-0.3308027144231103,-0.4858068546379804,-0.46643133711112167,309,-40,3859.0659886705716,-0.6163212187530637
2023-01-04 05:36:00,3860.75,3861.0,3859.0,3859.5,-0.4858068546379804,-0.46643133711112167,-0.6214354773259917,-0.5826844422722742,585,-164,3859.072320693931,-0.6158304738347329
2023-01-04 05:38:00,3859.5,3859.75,3855.75,3856.0,-0.5826844422722742,-0.5633089247454155,-0.8733172051751557,-0.8539416876482968,908,-197,3859.0585514168743,-0.6168976213105296
2023-01-04 05:40:00,3856.25,3857.75,3854.25,3854.5,-0.8345661701214381,-0.7183130649602856,-0.9895703103363082,-0.9701947928094494,1423,150,3859.009440375979,-0.6207038286450363
2023-01-04 05:42:00,3854.25,3855.25,3853.5,3854.5,-0.9895703103363082,-0.9120682402288731,-1.0476968629168844,-0.9701947928094494,581,95,3858.9792551820005,-0.6230432436649467
2023-01-04 05:44:00,3854.5,3856.25,3854.5,3856.0,-0.9701947928094494,-0.8345661701214381,-0.9701947928094494,-0.8539416876482968,631,143,3858.9539386535166,-0.6250053270303998
2023-01-04 05:46:00,3856.25,3857.5,3855.5,3857.25,-0.8345661701214381,-0.7376885824871443,-0.8926927227020144,-0.757064100014003,275,83,3858.946449577734,-0.6255857459067623
2023-01-04 05:48:00,3857.25,3858.5,3856.75,3858.0,-0.757064100014003,-0.6601865123797093,-0.7958151350677206,-0.6989375474334267,515,165,3858.93894001589,-0.6261677524952569
2023-01-04 05:50:00,3858.0,3858.25,3857.0,3858.0,-0.6989375474334267,-0.679562029906568,-0.7764396175408618,-0.6989375474334267,332,-26,3858.9341439817053,-0.6265394550728531
2023-01-04 05:52:00,3858.0,3858.5,3857.5,3858.0,-0.6989375474334267,-0.6601865123797093,-0.7376885824871443,-0.6989375474334267,316,15,3858.930909808046,-0.6267901102265251
2023-01-04 05:54:00,3857.75,3858.5,3857.0,3857.75,-0.7183130649602856,-0.6601865123797093,-0.7764396175408618,-0.7183130649602856,397,60,3858.9257955252046,-0.6271864777338536
2023-01-04 05:56:00,3857.75,3858.0,3857.0,3857.75,-0.7183130649602856,-0.6989375474334267,-0.7764396175408618,-0.7183130649602856,421,47,3858.9192773373875,-0.6276916507830569
2023-01-04 05:58:00,3857.25,3857.75,3857.0,3857.5,-0.757064100014003,-0.7183130649602856,-0.7764396175408618,-0.7376885824871443,197,-5,3858.915980853208,-0.6279471351310377
2023-01-04 06:00:00,3857.5,3858.5,3857.0,3858.25,-0.7376885824871443,-0.6601865123797093,-0.7764396175408618,-0.679562029906568,400,10,3858.910948946454,-0.6283371183210396
2023-01-04 06:02:00,3858.25,3859.75,3858.25,3859.25,-0.679562029906568,-0.5633089247454155,-0.679562029906568,-0.602059959799133,610,11,3858.9115311853543,-0.6282919936009845
2023-01-04 06:04:00,3859.5,3860.25,3858.75,3859.5,-0.5826844422722742,-0.5245578896916979,-0.6408109948528505,-0.5826844422722742,725,7,3858.9160688455895,-0.6279403155393254
2023-01-04 06:06:00,3859.5,3860.0,3859.0,3859.25,-0.5826844422722742,-0.5439334072185567,-0.6214354773259917,-0.602059959799133,247,-34,3858.9175988394913,-0.6278217378446753
2023-01-04 06:08:00,3859.25,3861.5,3859.0,3860.75,-0.602059959799133,-0.42768030205740415,-0.6214354773259917,-0.4858068546379804,687,101,3858.927238668436,-0.6270746311459823
2023-01-04 06:10:00,3860.75,3861.75,3860.25,3861.75,-0.4858068546379804,-0.40830478453054536,-0.5245578896916979,-0.40830478453054536,357,-25,3858.9350023081847,-0.6264729329938892
2023-01-04 06:12:00,3861.75,3862.75,3861.25,3862.75,-0.40830478453054536,-0.3308027144231103,-0.4470558195842629,-0.3308027144231103,519,66,3858.9516015005424,-0.6251864612240324
2023-01-04 06:14:00,3862.5,3863.5,3862.25,3863.25,-0.3501782319499691,-0.27267616184253407,-0.36955374947682784,-0.2920516793693928,501,12,3858.972005958498,-0.6236050734930603
2023-01-04 06:16:00,3863.0,3863.0,3861.75,3862.25,-0.3114271968962516,-0.3114271968962516,-0.40830478453054536,-0.36955374947682784,410,-42,3858.986427958612,-0.622487338629146
2023-01-04 06:18:00,3862.25,3862.75,3861.25,3861.75,-0.36955374947682784,-0.3308027144231103,-0.4470558195842629,-0.40830478453054536,506,-54,3859.002107990828,-0.6212721036730797
2023-01-04 06:20:00,3861.5,3862.75,3861.5,3862.5,-0.42768030205740415,-0.3308027144231103,-0.42768030205740415,-0.3501782319499691,326,85,3859.01254163464,-0.6204634746788589
2023-01-04 06:22:00,3862.75,3863.5,3862.0,3862.0,-0.3308027144231103,-0.27267616184253407,-0.38892926700368663,-0.38892926700368663,362,-29,3859.0263562290043,-0.6193928150179281
2023-01-04 06:24:00,3862.25,3863.75,3862.0,3862.75,-0.36955374947682784,-0.2533006443156753,-0.38892926700368663,-0.3308027144231103,450,17,3859.043959059632,-0.6180285592045461
2023-01-04 06:26:00,3862.5,3862.5,3861.25,3862.0,-0.3501782319499691,-0.3501782319499691,-0.4470558195842629,-0.38892926700368663,474,-74,3859.0575327985757,-0.6169765663372947
2023-01-04 06:28:00,3861.75,3862.75,3861.25,3862.5,-0.40830478453054536,-0.3308027144231103,-0.4470558195842629,-0.3501782319499691,373,-1,3859.0685929217807,-0.616119383893259
2023-01-04 06:30:00,3862.5,3862.75,3861.0,3862.25,-0.3501782319499691,-0.3308027144231103,-0.46643133711112167,-0.36955374947682784,447,-128,3859.081177706885,-0.6151440369958323
2023-01-04 06:32:00,3862.5,3863.25,3861.25,3861.5,-0.3501782319499691,-0.2920516793693928,-0.4470558195842629,-0.42768030205740415,642,-29,3859.1014560469685,-0.6135724236610317
2023-01-04 06:34:00,3861.5,3863.25,3860.25,3863.25,-0.42768030205740415,-0.2920516793693928,-0.5245578896916979,-0.2920516793693928,698,54,3859.119756040823,-0.6121541362543234
2023-01-04 06:36:00,3863.0,3865.0,3862.5,3864.75,-0.3114271968962516,-0.15642305668138148,-0.3501782319499691,-0.17579857420824024,1318,205,3859.1793878677727,-0.6075325462214411
2023-01-04 06:38:00,3864.5,3865.0,3864.0,3864.25,-0.195174091735099,-0.15642305668138148,-0.23392512678881652,-0.21454960926195776,648,-11,3859.2128654587473,-0.6049379636187131
2023-01-04 06:40:00,3864.5,3865.0,3863.75,3863.75,-0.195174091735099,-0.15642305668138148,-0.2533006443156753,-0.2533006443156753,317,-66,3859.2287060520407,-0.6037102848467478
2023-01-04 06:42:00,3863.5,3863.75,3862.5,3863.25,-0.27267616184253407,-0.2533006443156753,-0.3501782319499691,-0.2920516793693928,353,-51,3859.2419747339786,-0.6026819345289689
2023-01-04 06:44:00,3863.25,3864.0,3862.5,3863.0,-0.2920516793693928,-0.23392512678881652,-0.3501782319499691,-0.3114271968962516,402,-21,3859.257458509115,-0.6014819099028034
2023-01-04 06:46:00,3862.75,3863.25,3862.0,3863.0,-0.3308027144231103,-0.2920516793693928,-0.38892926700368663,-0.3114271968962516,295,12,3859.266978266286,-0.6007441090151393
2023-01-04 06:48:00,3863.0,3863.25,3862.25,3863.0,-0.3114271968962516,-0.2920516793693928,-0.36955374947682784,-0.3114271968962516,214,-36,3859.2741063231583,-0.6001916698516984
2023-01-04 06:50:00,3863.0,3864.25,3862.75,3863.75,-0.3114271968962516,-0.21454960926195776,-0.3308027144231103,-0.2533006443156753,363,66,3859.2887254481516,-0.5990586574015423
2023-01-04 06:52:00,3863.75,3864.0,3863.0,3863.75,-0.2533006443156753,-0.23392512678881652,-0.3114271968962516,-0.2533006443156753,418,13,3859.3054347929265,-0.5977636485913622
2023-01-04 06:54:00,3863.75,3864.5,3863.25,3863.75,-0.2533006443156753,-0.195174091735099,-0.2920516793693928,-0.2533006443156753,534,152,3859.3284804926193,-0.5959775591580926
2023-01-04 06:56:00,3863.75,3864.75,3862.25,3862.5,-0.2533006443156753,-0.17579857420824024,-0.36955374947682784,-0.3501782319499691,547,-69,3859.3499201353,-0.5943159424679525
2023-01-04 06:58:00,3862.5,3862.75,3859.5,3859.75,-0.3501782319499691,-0.3308027144231103,-0.5826844422722742,-0.5633089247454155,1167,-268,3859.3691726999823,-0.5928238288502091
2023-01-04 07:00:00,3859.75,3861.0,3858.75,3859.0,-0.5633089247454155,-0.46643133711112167,-0.6408109948528505,-0.6214354773259917,967,104,3859.3736781990347,-0.5924746433467865
