DateTime,open,high,low,close,openScl,highScl,lowScl,closeScl,Vol,BidAsk,vwap,vwapS
2022-10-13 04:20:00,10832.25,10833.5,10829.5,10832.25,-0.0751186234392504,-0.06922619813139204,-0.0880819591165388,-0.0751186234392504,112,10,10834.236782012998,-0.06575305174757866
2022-10-13 04:22:00,10832.5,10832.75,10826.5,10829.5,-0.07394013837767872,-0.07276165331610705,-0.10222377985539886,-0.0880819591165388,183,7,10834.207322500699,-0.06589192212824699
2022-10-13 04:24:00,10830.5,10834.25,10826.25,10831.75,-0.08336801887025211,-0.06569074294667702,-0.10340226491697053,-0.07747559356239374,168,20,10834.18425093698,-0.06600068010100521
2022-10-13 04:26:00,10831.0,10833.25,10828.75,10830.0,-0.08101104874710877,-0.07040468319296371,-0.09161741430125381,-0.08572498899339545,112,13,10834.171922531803,-0.06605879546633857
2022-10-13 04:28:00,10829.75,10842.75,10829.0,10842.0,-0.08690347405496712,-0.025622250853240176,-0.09043892923968214,-0.02915770603795519,498,173,10834.200745089376,-0.06592292765219125
2022-10-13 04:30:00,10842.5,10852.0,10837.5,10848.75,-0.026800735914811847,0.01798169642491169,-0.05037043714624529,0.0026613906244799547,697,84,10834.444838661488,-0.06477228513875659
2022-10-13 04:32:00,10848.25,10855.0,10848.0,10850.0,0.0003044205013366107,0.03212351716377176,-0.0008740645602350614,0.008553815932338315,591,117,10834.773014748975,-0.06322528267208502
2022-10-13 04:34:00,10850.0,10850.5,10843.75,10847.25,0.008553815932338315,0.01091078605548166,-0.020908310606953487,-0.004409519744950077,305,-86,10834.894467906766,-0.06265275974352877
2022-10-13 04:36:00,10846.75,10851.25,10843.5,10850.75,-0.0067664898680934215,0.014446241240196675,-0.022086795668525158,0.012089271117053331,218,51,10834.981568332427,-0.062242173541543905
2022-10-13 04:38:00,10850.25,10854.75,10848.25,10853.5,0.009732300993909987,0.030945032102200083,0.0003044205013366107,0.025052606794341722,316,-13,10835.146998700598,-0.061462344671056574
2022-10-13 04:40:00,10853.75,10859.25,10851.5,10855.0,0.026231091855913397,0.052157763210490184,0.015624726301768347,0.03212351716377176,422,-18,10835.413964034402,-0.0602038860396798
2022-10-13 04:42:00,10855.0,10857.0,10852.25,10853.25,0.03212351716377176,0.041551397656345135,0.019160181486483362,0.02387412173277005,267,-29,10835.573053005397,-0.05945395013656702
2022-10-13 04:44:00,10853.25,10855.0,10849.25,10851.0,0.02387412173277005,0.03212351716377176,0.005018360747623299,0.013267756178625004,221,-39,10835.68573452854,-0.058922776169608004
2022-10-13 04:46:00,10851.25,10854.25,10849.25,10849.5,0.014446241240196675,0.02858806197905674,0.005018360747623299,0.006196845809194971,195,-23,10835.781653806112,-0.0584706184266683
